x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.99,1.0,0.98,1.0,1.0,0.99,1.0
1.0,1.0,1.0,0.96,0.99,0.98,0.99,0.99,0.99,1.0
1.0,1.0,1.0,0.98,0.99,0.97,1.0,1.0,0.98,0.99
0.97,0.98,1.0,0.98,0.99,0.97,0.99,0.99,0.98,0.99
0.97,0.97,1.0,0.96,0.99,0.98,0.98,0.97,0.98,0.99
0.97,0.97,0.97,0.93,0.99,1.0,0.99,0.95,0.94,0.99
0.97,0.97,0.95,0.92,0.99,0.92,0.99,0.96,0.92,0.99
0.97,0.99,0.97,0.92,0.96,0.93,0.99,0.96,0.92,0.98
0.96,0.99,0.96,0.92,0.97,0.95,0.9,0.95,0.9,0.96
0.95,0.98,0.96,0.9,0.96,0.96,0.91,0.97,0.91,0.94
0.95,0.97,0.96,0.88,0.91,0.95,0.91,0.93,0.91,0.95
0.96,0.97,0.92,0.87,0.91,0.94,0.92,0.94,0.91,0.94
0.93,0.96,0.92,0.87,0.9,0.94,0.89,0.91,0.87,0.94
0.93,0.94,0.91,0.86,0.86,0.94,0.88,0.88,0.87,0.9
0.9,0.96,0.91,0.85,0.82,0.94,0.87,0.88,0.87,0.88
0.91,0.96,0.89,0.87,0.82,0.92,0.85,0.86,0.86,0.84
0.9,0.93,0.88,0.87,0.79,0.89,0.83,0.81,0.86,0.84
0.89,0.94,0.88,0.87,0.79,0.84,0.83,0.82,0.86,0.83
0.83,0.93,0.85,0.87,0.79,0.83,0.82,0.78,0.85,0.83
0.82,0.92,0.85,0.88,0.79,0.78,0.79,0.75,0.86,0.83
0.73,0.9,0.83,1.0,0.76,0.78,0.8,0.7,0.84,0.84
0.74,0.75,0.83,1.0,0.76,0.78,0.76,0.7,0.84,0.84
0.74,0.75,0.82,1.0,0.76,0.78,0.74,0.7,0.85,0.84
0.74,0.69,0.82,1.0,0.76,0.81,0.74,0.65,0.81,0.84
0.74,0.69,0.78,1.0,0.74,0.83,0.7,0.65,0.79,0.84
0.73,0.72,0.78,1.0,0.73,0.8,0.7,0.62,0.79,0.82
0.73,0.8,0.78,1.0,0.73,0.79,0.7,0.62,0.79,0.82
0.73,0.77,0.77,0.65,0.73,0.79,0.67,0.53,0.79,0.82
0.74,0.71,0.75,0.58,0.74,0.79,0.63,0.54,0.76,0.82
0.76,0.71,0.75,0.6,0.74,0.78,0.63,0.53,0.73,0.82
0.79,0.71,0.71,0.65,0.74,0.78,0.63,0.49,0.68,0.82
0.79,0.72,0.72,0.65,0.74,0.78,0.61,0.49,0.68,0.84
0.77,0.66,0.72,0.65,0.74,0.76,0.57,0.45,0.69,0.79
0.76,0.68,0.72,0.65,0.66,0.76,0.56,0.44,0.68,0.7
0.75,0.68,0.72,0.65,0.64,0.76,0.56,0.43,0.64,0.7
0.74,0.64,0.72,0.65,0.64,0.75,0.56,0.43,0.61,0.7
0.74,0.69,0.72,0.65,0.64,0.75,0.56,0.43,0.61,0.7
0.74,0.64,0.68,0.62,0.64,0.73,0.56,0.43,0.6,0.7
0.74,0.6,0.64,0.59,0.61,0.7,0.56,0.43,0.6,0.64
0.73,0.6,0.62,0.59,0.61,0.65,0.56,0.43,0.6,0.64
0.72,0.57,0.64,0.59,0.61,0.65,0.52,0.43,0.57,0.6
0.72,0.57,0.65,0.59,0.61,0.64,0.54,0.44,0.56,0.57
0.7,0.57,0.64,0.58,0.63,0.64,0.53,0.44,0.56,0.53
0.7,0.57,0.64,0.58,0.63,0.62,0.53,0.44,0.56,0.53
0.7,0.58,0.64,0.58,0.58,0.62,0.53,0.42,0.56,0.53
0.7,0.58,0.6,0.58,0.58,0.52,0.52,0.42,0.53,0.49
0.7,0.58,0.59,0.58,0.58,0.52,0.52,0.42,0.53,0.49
0.67,0.58,0.59,0.58,0.58,0.52,0.52,0.42,0.53,0.49
0.67,0.58,0.59,0.58,0.57,0.52,0.46,0.42,0.53,0.49
0.67,0.58,0.57,0.58,0.58,0.52,0.46,0.42,0.52,0.49
0.77,0.51,0.57,0.58,0.58,0.48,0.45,0.42,0.52,0.49
