x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.99,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.99,0.97,1.0,1.0,0.99,0.99,0.99,0.99,0.99
1.0,0.99,0.96,1.0,1.0,0.99,1.0,0.99,0.99,0.99
1.0,0.99,0.96,1.0,1.0,0.99,1.0,0.99,0.99,0.99
1.0,0.99,0.97,1.0,0.99,0.99,1.0,0.99,0.99,0.99
1.0,0.97,0.95,0.99,0.99,0.98,1.0,0.99,0.99,0.99
1.0,0.97,0.97,0.99,0.99,0.97,1.0,0.99,0.99,1.0
0.99,0.98,0.97,0.99,0.98,0.98,0.97,1.0,0.99,0.99
0.99,0.99,0.95,0.98,0.98,0.96,0.98,1.0,0.99,0.99
1.0,0.98,0.97,0.96,0.99,0.96,0.97,0.98,1.0,0.98
1.0,0.98,0.91,0.95,0.99,0.95,0.95,0.98,1.0,0.98
1.0,0.99,0.86,0.97,0.97,0.95,0.94,0.96,0.99,0.96
1.0,0.99,0.79,0.96,0.96,0.95,0.95,0.96,0.98,0.94
1.0,0.99,0.77,0.97,0.9,0.95,0.95,0.97,0.97,0.94
0.99,0.98,0.74,0.97,0.89,0.95,0.94,0.95,0.97,0.94
0.98,0.97,0.75,0.96,0.89,0.9,0.93,0.95,0.93,0.95
0.99,0.93,0.71,0.96,0.89,0.91,0.92,0.95,0.94,0.94
0.99,0.88,0.71,0.96,0.88,0.91,0.92,0.96,0.92,0.95
0.99,0.87,0.71,0.96,0.88,0.91,0.92,0.96,0.91,0.94
0.98,0.86,0.71,0.96,0.88,0.93,0.92,0.93,0.89,0.93
0.98,0.89,0.73,0.93,0.87,0.93,0.91,0.92,0.91,0.92
0.98,0.87,0.71,0.93,0.85,0.93,0.88,0.94,0.91,0.91
0.95,0.86,0.71,0.93,0.83,0.92,0.87,0.89,0.9,0.91
0.94,0.84,0.68,0.93,0.84,0.92,0.86,0.87,0.9,0.89
0.95,0.83,0.67,0.93,0.84,0.88,0.86,0.84,0.9,0.89
0.93,0.84,0.66,0.93,0.83,0.85,0.87,0.84,0.87,0.89
0.89,0.83,0.66,0.93,0.82,0.85,0.87,0.82,0.84,0.89
0.87,0.83,0.64,0.93,0.8,0.85,0.85,0.83,0.83,0.89
0.81,0.84,0.64,0.92,0.8,0.82,0.84,0.81,0.86,0.86
0.81,0.86,0.64,0.87,0.8,0.82,0.83,0.78,0.86,0.84
0.81,0.83,0.64,0.86,0.76,0.82,0.79,0.79,0.84,0.82
0.82,0.83,0.64,0.84,0.76,0.8,0.79,0.79,0.84,0.79
0.82,0.78,0.54,0.84,0.76,0.8,0.79,0.77,0.88,0.78
0.8,0.78,0.6,0.84,0.74,0.79,0.75,0.75,0.88,0.79
0.76,0.78,0.6,0.83,0.73,0.78,0.75,0.75,0.86,0.8
0.76,0.75,0.6,0.84,0.72,0.78,0.77,0.73,0.83,0.8
0.76,0.75,0.6,0.84,0.68,0.77,0.79,0.73,0.83,0.75
0.74,0.74,0.6,0.84,0.69,0.77,0.77,0.68,0.82,0.72
0.73,0.74,0.58,0.84,0.66,0.73,0.77,0.66,0.82,0.73
0.7,0.71,0.59,0.84,0.66,0.7,0.76,0.71,0.81,0.72
0.7,0.7,0.56,0.84,0.62,0.7,0.75,0.68,0.84,0.74
0.7,0.7,0.54,0.83,0.65,0.71,0.75,0.68,0.83,0.74
0.7,0.7,0.54,0.82,0.65,0.7,0.75,0.68,0.83,0.7
0.68,0.7,0.56,0.82,0.65,0.7,0.75,0.68,0.83,0.68
0.71,0.7,0.56,0.82,0.67,0.67,0.75,0.66,0.82,0.68
0.68,0.68,0.56,0.82,0.63,0.67,0.74,0.64,0.83,0.68
0.64,0.68,0.53,0.8,0.63,0.66,0.74,0.64,0.79,0.68
