x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0.99,1,1,1,1,1,1,1,1,1
0.99,1,1,1,1,1,1,1,1,1
0.99,1,1,1,1,1,1,1,1,1
0.99,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0.99,1,1,1,1,1,1,1,1,1
0.99,1,1,1,1,1,0.99,1,1,1
0.97,1,1,1,1,1,0.99,1,0.99,1
0.97,1,1,1,1,0.99,0.98,1,0.99,1
0.97,1,1,1,0.99,0.99,0.99,1,0.99,1
0.96,1,1,1,0.99,0.99,0.98,1,0.99,0.98
0.95,1,1,1,0.99,0.98,0.98,0.99,0.98,0.99
0.95,1,0.99,1,0.99,0.99,0.96,0.96,0.98,0.99
0.94,1,0.99,1,0.98,0.99,0.96,0.95,0.95,0.99
0.94,1,0.96,1,0.97,0.99,0.97,0.96,0.92,0.97
0.93,0.99,0.98,0.99,0.98,0.97,0.96,0.96,0.9,0.97
0.93,0.98,0.97,0.99,0.97,0.96,0.94,0.96,0.9,0.97
0.89,0.98,0.98,0.98,0.95,0.95,0.94,0.96,0.9,0.97
0.89,0.98,0.96,0.99,0.96,0.94,0.95,0.96,0.89,0.96
0.87,0.95,0.96,0.99,0.96,0.85,0.95,0.95,0.88,0.96
0.85,0.95,0.96,0.96,0.95,0.84,0.94,0.95,0.88,0.95
0.85,0.95,0.96,0.97,0.95,0.82,0.94,0.9,0.89,0.94
0.85,0.94,0.96,0.97,0.95,0.83,0.93,0.89,0.87,0.94
0.84,0.92,0.95,0.97,0.95,0.84,0.94,0.88,0.86,0.93
0.79,0.92,0.94,0.97,0.95,0.83,0.94,0.87,0.86,0.93
0.77,0.92,0.94,0.96,0.94,0.82,0.93,0.87,0.85,0.93
0.69,0.93,0.93,0.96,0.94,0.84,0.92,0.88,0.85,0.92
0.69,0.91,0.93,0.94,0.95,0.81,0.92,0.88,0.78,0.92
0.7,0.92,0.91,0.92,0.89,0.81,0.91,0.88,0.75,0.89
0.7,0.91,0.9,0.89,0.86,0.81,0.9,0.88,0.81,0.89
0.69,0.9,0.9,0.89,0.89,0.8,0.9,0.88,0.81,0.89
0.69,0.89,0.9,0.88,0.92,0.79,0.91,0.88,0.81,0.87
0.69,0.9,0.87,0.87,0.91,0.76,0.88,0.89,0.78,0.87
0.67,0.9,0.87,0.86,0.9,0.76,0.88,0.87,0.77,0.85
0.68,0.86,0.86,0.83,0.92,0.76,0.88,0.87,0.77,0.85
0.65,0.86,0.85,0.82,0.86,0.77,0.91,0.87,0.77,0.85
0.65,0.86,0.82,0.81,0.88,0.77,0.9,0.87,0.77,0.88
0.68,0.85,0.81,0.83,0.87,0.75,0.9,0.86,0.76,0.88
0.68,0.85,0.81,0.83,0.86,0.72,0.9,0.84,0.74,0.87
0.64,0.85,0.78,0.83,0.84,0.7,0.91,0.84,0.74,0.87
0.63,0.85,0.76,0.82,0.85,0.69,0.91,0.84,0.74,0.87
0.63,0.84,0.76,0.82,0.87,0.68,0.92,0.78,0.74,0.85
0.6,0.84,0.76,0.84,0.84,0.67,0.9,0.77,0.77,0.83
0.6,0.83,0.74,0.84,0.84,0.66,0.87,0.77,0.72,0.82
0.6,0.82,0.74,0.84,0.86,0.66,0.88,0.77,0.71,0.8
0.6,0.8,0.73,0.77,0.85,0.72,0.84,0.77,0.72,0.79
0.6,0.82,0.73,0.8,0.86,0.72,0.83,0.78,0.72,0.8
0.6,0.82,0.72,0.79,0.85,0.69,0.82,0.78,0.74,0.8
0.55,0.82,0.71,0.78,0.85,0.69,0.82,0.75,0.74,0.79
0.55,1,0.68,0.78,0.85,0.69,0.82,0.74,0.72,0.79
0.52,1,0.68,0.78,0.84,0.69,0.83,0.74,0.72,0.79
0.52,1,0.68,0.72,0.84,0.69,0.83,0.75,0.72,0.75
0.53,1,0.68,0.69,0.8,0.69,0.83,0.75,0.71,0.75
0.53,0.72,0.68,0.66,0.8,0.68,0.82,0.75,0.71,0.75
0.53,0.72,0.68,0.66,0.79,0.68,0.8,0.71,0.71,0.75
0.52,0.71,0.68,0.66,0.79,0.68,0.8,0.7,0.71,0.74
0.54,0.71,0.65,0.66,0.79,0.68,0.79,0.7,0.69,0.74
0.54,0.7,0.65,0.66,0.77,0.66,0.81,0.71,0.69,0.74
0.54,0.7,0.65,0.66,0.77,0.66,0.78,0.7,0.69,0.74
0.52,0.7,0.65,0.66,0.65,0.64,0.78,0.7,0.69,0.74
0.52,0.71,0.69,0.66,0.65,0.64,0.78,0.69,0.69,0.69
0.52,0.68,0.62,0.64,0.65,0.65,0.78,0.69,0.68,0.69
0.53,0.69,0.62,0.64,0.64,0.64,0.77,0.69,0.68,0.68
0.53,0.69,0.6,0.65,0.61,0.64,0.77,0.69,0.68,0.64
0.53,0.69,0.6,0.65,0.61,0.66,0.77,0.69,0.68,0.62
0.52,0.7,0.6,0.65,0.61,0.66,0.77,0.7,0.69,0.62
0.51,0.69,0.6,0.65,0.61,0.69,0.77,0.66,0.67,0.62
0.51,0.67,0.6,0.65,0.6,0.69,0.71,0.66,0.67,0.61
0.49,0.61,0.6,0.66,0.6,0.69,0.71,0.66,0.64,0.61
0.49,0.61,0.58,0.66,0.59,0.69,0.71,0.66,0.64,0.56
0.49,0.59,0.58,0.65,0.59,0.69,0.71,0.66,0.65,0.56
0.48,0.59,0.59,0.65,0.6,0.6,0.71,0.64,0.65,0.56
0.5,0.59,0.58,0.63,0.6,0.6,0.71,0.62,0.64,0.56
0.5,0.59,0.58,0.61,0.6,0.6,0.7,0.63,0.64,0.56
0.5,0.59,0.58,0.61,0.6,0.6,0.7,0.63,0.64,0.56
0.51,0.59,0.57,0.61,0.6,0.6,0.64,0.63,0.64,0.5
0.5,0.59,0.59,0.62,0.6,0.6,0.64,0.59,0.64,0.53
0.5,0.59,0.58,0.62,0.61,0.6,0.61,0.59,0.63,0.53
0.5,0.59,0.58,0.59,0.58,0.61,0.57,0.6,0.63,0.53
0.5,0.57,0.56,0.59,0.58,0.61,0.57,0.59,0.63,0.53
0.5,0.57,0.56,0.58,0.58,0.61,0.55,0.59,0.63,0.53
0.5,0.57,0.56,0.58,0.58,0.61,0.55,0.59,0.63,0.52
0.49,0.57,0.56,0.57,0.51,0.61,0.58,0.59,0.63,0.52
0.49,0.57,0.56,0.57,0.52,0.61,0.58,0.59,0.63,0.45
0.49,0.57,0.51,0.55,0.52,0.61,0.59,0.59,0.61,0.45
0.49,0.58,0.5,0.55,0.5,0.61,0.59,0.56,0.61,0.45
0.5,0.58,0.53,0.55,0.5,0.61,0.59,0.56,0.61,0.46
0.5,0.58,0.5,0.55,0.49,0.59,0.59,0.56,0.61,0.45
0.5,0.58,0.5,0.55,0.49,0.59,0.59,0.56,0.61,0.45
0.5,0.58,0.49,0.55,0.48,0.59,0.59,0.56,0.62,0.45
0.47,0.57,0.49,0.53,0.48,0.57,0.59,0.56,0.62,0.43
0.47,0.57,0.49,0.5,0.48,0.57,0.59,0.56,0.6,0.43
0.47,0.57,0.48,0.5,0.48,0.57,0.59,0.54,0.6,0.43
0.47,0.57,0.48,0.51,0.48,0.57,0.59,0.51,0.53,0.43
0.47,0.57,0.48,0.49,0.48,0.58,0.59,0.51,0.48,0.46
0.47,0.58,0.48,0.5,0.49,0.58,0.58,0.51,0.48,0.46
